-3.654857,2.443629,8.907598
-3.956206,2.856177,9.082415
-3.967676,2.782766,8.990645
-3.640372,3.231428,8.681401
-4.075500,3.623559,8.288646
-3.785294,4.215441,8.279469
-3.389657,4.531801,7.720885
-3.367764,4.862381,6.936264
-3.722206,5.478353,6.217060
-3.697201,5.660572,6.651171
-4.673119,6.368472,6.561176
-5.503588,7.006237,6.134470
-6.460628,7.681888,6.842829
-9.021617,5.847704,7.881444
-4.799294,3.133766,2.146147
-2.956200,2.600743,9.647487
-3.058058,4.098443,9.564178
0.595324,4.333590,7.212707
-0.469147,5.526531,12.143912
-1.775057,4.642113,16.960545
-5.574706,5.704323,12.817239
-2.824058,3.925236,6.048441
1.562229,-2.396828,4.858286
4.735059,-0.672176,5.994529
-0.987618,-2.803412,18.865679
-4.392515,1.609028,17.059717
-3.336794,3.643059,17.373356
-3.312706,1.324853,6.611648
-0.621772,1.613486,-1.236857
0.026382,2.071588,4.027324
-3.700412,1.634559,10.962438
-0.932559,-8.285208,0.193855
-7.863514,0.639600,20.308969
-2.140412,8.616708,17.421530
-0.359029,4.959881,17.966385
-3.637029,6.052801,11.119459
3.354001,2.881411,4.943825
2.170235,-4.245265,3.289765
-4.179686,-2.326630,4.828200
-4.117940,-0.095206,22.425003
-4.966763,1.668970,24.489706
-3.796766,8.532971,10.671089
-3.043114,-0.405600,0.941572
-1.503794,-0.239736,-3.729088
-1.244559,0.271853,-0.103235
-6.127459,4.380257,13.554172
1.250294,-1.439559,12.169147
-6.155118,-0.387704,6.307676
-0.248486,4.225372,16.337658
2.069295,1.686176,16.400652
-4.707529,6.025500,8.179677
-0.540429,-1.401771,3.593571
0.947471,-1.065618,4.190206
-1.695353,0.133059,7.883734
-6.765354,-1.792853,24.949675
-13.288969,3.523371,17.428539
-4.355383,8.970000,10.702063
-1.648324,4.184471,6.808941
-2.970687,3.074314,0.790029
-1.745824,-0.221382,-3.604059
1.360412,-0.328059,10.864941
-3.687172,2.238600,12.447687
-3.228971,1.153941,6.594443
-3.636177,2.648560,17.007442
2.814685,-3.766285,15.206656
0.580412,3.749736,14.997798
1.276677,3.360884,9.431115
0.957171,0.866914,4.518429
1.782530,-2.189736,2.179412
-3.490500,2.170235,11.433885
