-0.629571,1.044086,9.967289
-0.769677,1.008265,10.018413
-0.588441,1.056441,9.848648
-0.492514,1.046314,9.836916
-0.369353,1.043824,9.979414
-0.448500,0.934853,9.970239
-0.724941,1.004823,9.758031
-0.596143,1.235743,9.825772
-0.515029,1.186059,9.947296
-0.518471,1.100029,9.954178
-0.541543,1.075286,9.913803
-0.559765,0.996794,9.939266
-0.711176,0.984176,9.903709
-0.515914,0.968314,9.930516
-0.459971,0.871765,9.940414
-0.781147,0.693971,9.951884
-0.888971,0.585000,9.945004
-1.197857,0.608400,9.920487
-1.026618,0.585000,9.895679
-0.797206,0.594176,9.990883
-0.608400,0.822343,9.794572
-0.571235,0.770824,9.950738
-0.854559,0.754765,9.946149
-0.806743,0.790029,9.894856
-0.837353,0.689382,9.916327
-0.654971,0.844236,9.871591
-0.695314,0.807857,9.878144
-0.796059,0.783441,9.975973
-0.949765,0.677912,9.946151
-0.928200,0.666343,9.924945
-0.822441,0.705441,9.915178
-0.559765,0.679059,9.911736
-0.562714,0.638486,9.940545
-0.698559,0.641206,9.971387
-0.739853,0.525353,9.993177
-0.785571,0.576085,10.092087
-0.500118,0.661853,10.012680
-0.502412,0.742147,9.978266
-0.734314,0.775543,10.038603
-0.746735,0.693971,9.959912
-0.735264,0.704294,9.876177
-0.651529,0.650382,9.961060
-0.676371,0.590571,9.955031
-0.607941,0.542559,9.961061
-0.707735,0.557471,9.901415
-0.756600,0.587228,9.995145
-0.595324,0.762794,9.893383
-0.515029,0.841941,9.955323
-0.707571,0.793371,9.911572
-0.695118,0.700853,9.955325
-0.689382,0.820147,9.892237
-0.739853,0.851118,9.908294
-0.609514,0.911486,9.879260
-0.576971,0.900441,9.857825
-0.597618,0.885529,9.824559
-0.543771,0.874714,9.874803
-0.596471,0.841941,9.869295
-0.300529,1.028912,10.024146
-0.404486,0.966086,9.972858
-0.808677,0.936000,9.879618
-0.711177,0.880941,9.884208
-0.610235,1.090853,9.808501
-0.564943,1.012886,9.895972
-0.565500,1.125265,9.769501
-0.585000,1.063323,9.914033
-0.538200,1.006200,9.789001
-0.965824,0.936000,9.943856
-1.440706,0.688235,9.967942
-0.970543,0.879171,9.977319
-0.383118,0.939441,9.972531
-0.373941,0.747882,10.003502
-0.417857,0.905915,9.881489
-0.672176,0.915353,9.958767
-1.017441,0.863735,9.881915
-0.900441,0.862588,9.916327
-0.792257,0.855771,9.909345
-0.738706,0.837353,10.010385
-0.700853,0.785735,9.881914
-0.675257,0.706457,9.932746
-0.667588,0.760500,9.810797
-0.796059,0.746735,9.951883
-0.806383,0.760500,9.977119
-0.811200,0.901457,9.971744
-0.736412,0.939441,9.918619
-0.751324,0.866030,9.869294
-0.774429,0.983914,9.845831
-0.621706,0.875206,9.915179
-0.689382,0.934853,9.790149
-0.582771,0.934886,9.956141
-0.968118,0.936000,9.902560
-0.777706,0.863735,9.928944
-0.812118,1.030059,9.885354
-0.753257,1.032943,9.848059
-0.882088,0.995647,9.875031
-0.902735,0.969265,9.873883
-0.882514,1.090886,9.780088
-0.633177,1.176883,9.875031
-0.614823,1.157382,9.816532
-0.782229,1.097571,9.923831
-0.880941,1.036941,9.900266
-0.915107,1.037678,9.815465
-0.852429,1.000628,9.895974
-0.815559,0.995647,9.779826
-0.915353,0.952059,9.821119
-0.809824,0.984176,9.865856
-0.909257,1.131000,9.888173
-0.869471,1.062176,9.933528
-0.980735,1.071353,9.900267
-0.992828,1.042971,9.882602
-0.996794,0.987618,9.879619
-1.009412,0.949765,9.784411
-0.978343,0.972771,9.813513
-0.938294,0.988765,9.846355
-1.053000,1.030059,9.880766
-1.219029,1.060800,9.884830
-1.036941,1.007118,9.990883
-0.996794,1.008265,9.934677
-0.854657,1.032943,9.955030
-0.847677,1.035794,9.949591
-0.782294,0.969265,9.899118
-0.757059,1.030059,9.920914
-0.852429,0.947143,10.012973
-0.846529,0.892412,9.949591
-0.735265,0.913059,9.965648
-0.727629,0.980571,9.933858
-0.732971,0.845383,9.914033
-0.796059,0.831618,9.951883
-0.768857,0.817886,9.936089
-0.666441,0.831618,9.949592
-0.635471,0.819000,9.799327
-0.685286,0.794486,9.911575
